job_posting_id,category,corporation,deadline,education,employmenttype,keyword,location,title,workexperience
3107,SM,"에스엠지 티지에스",채용시,학력무관,정규직,"기계·금속·재료, 기술영업","경기 부천시","기어가공기, 기어커터 및 기어측정기 기술영업",경력무관
3108,ARD,홍익대학교,"~06.01 (일)",학력무관,정규직,"일반사무·사무지원, 교직원, 문화·사서·감정·경매","서울 마포구","교직원 모집",경력무관
3109,ARD,신자유연대,"~05.28 (수)",학력무관,정규직,방송제작·연출·촬영·기자,"서울 용산구","우파 시민단체 유튜브 촬영, 편집 직원 모집","경력 2~3년"
3110,ARD,(재)광명문화재단,"~06.03 (화)",학력무관,계약직,"마케팅, 작가·문화·예술·창작","경기 광명시","2025년 제2회 (재)광명문화재단 직원 공개채용 공고",신입
3111,ARD,(주)토니모리,"~06.30 (월)",대졸↑,정규직,"진행·연예·모델·매니저, 마케팅","서울 서초구","MC팀 팀장","경력 8년↑"
3112,ARD,"(주)LF(구 LG패션)",채용시,대졸↑,정규직,"마케팅, 패션·잡화디자인","서울 강남구","아떼ACC 및 신규 ACC브랜드 마케팅","경력 7~10년"
3113,ARD,스크린라이트(주),"~05.24 (토)",학력무관,정규직,방송제작·연출·촬영·기자,"경기 안양시 동안구 외","방송, 공연, 행사 무대 조명 직원모집(초보가능)",경력무관
3114,ARD,조선일보·TV조선,"~05.28 (수)",학력무관,인턴,"경영·기획·전략, 방송제작·연출·촬영·기자","서울 중구","2025년 여름 조선미디어 인턴기자 및 미디어경영직 인턴사원 공개모집",경력무관
3115,ARD,(주)이노션,"~05.25 (일)",대졸↑,정규직,"광고·CG·시각디자인, 광고·광고기획(AE)","서울 강남구","아트디렉터 (Art Director)","경력 4년↑"
3116,ARD,한화솔루션(주),"~06.01 (일)",대졸↑,정규직,"마케팅, 광고·CG·시각디자인, 제품·산업디자인","서울 중구","[제조기술부문] 브랜드 디자인 담당 경력사원 채용","경력 3년↑"
3117,ARD,엔에스쇼핑,"~05.28 (수)",학력무관,정규직,"건축·공간·CAD·CAM디자인, 광고·CG·시각디자인","경기 성남시","무대 디자이너 경력사원 모집","경력 2년↑"
3118,ARD,MBC,"~06.03 (화)",학력무관,계약직,방송제작·연출·촬영·기자,"서울 마포구","MBC 드라마 프로그램 조연출 모집",경력무관
3119,ARD,(주)스마일게이트알피지,"~05.31 (토)",학력무관,계약직,"외국어강사, 전문번역·통역, 일반사무·사무지원","경기 성남시","[LOST ARK] L10N PM(중화권) 담당 (계약직)",경력무관
3120,ARD,"재단법인 인천중구문화재단","~06.18 (수)",학력무관,계약직,"문화·사서·감정·경매, 생산관리","인천 중구","사서, 환경관리 채용",경력무관
3121,ARD,더네임,"~05.24 (토)",학력무관,정규직,광고·CG·시각디자인,"서울 성동구","패션 브랜드 오트밀카페 그래픽디자이너 채용 공고","경력 5년↑"
3122,ARD,(주)엠비엔미디어텍,"~06.04 (수)",초대졸↑,계약직,방송제작·연출·촬영·기자,"서울 중구","MBN미디어텍 영상취재부 사원 모집",경력무관
3123,ARD,(주)세정,"~05.30 (금)",초대졸↑,계약직,패션·잡화디자인,"서울 강남구","[세정] 데일리스트팀 소재디자이너 신입 채용",신입
3124,ARD,(주)솔레드,"~06.30 (월)",학력무관,계약직,전문번역·통역,"경기 시흥시 외","미국 조지아주 현장 중국어 통역",경력무관
3125,ARD,"주식회사 올라코퍼레이션","~05.31 (토)",초대졸↑,정규직,광고·CG·시각디자인,"서울 강남구","디자인팀 콘텐츠 마케팅 디자이너 채용 (신입/경력)",경력무관
3126,ARD,"(재) 서울예술단","~05.29 (목)",학력무관,계약직,작가·문화·예술·창작,"서울 서초구","(재)서울예술단 2025년 제1차 직원(기간제) 채용 공고",경력무관
3127,ARD,"주식회사 아인종합기획",채용시,학력무관,정규직,"제품·산업디자인, 광고·CG·시각디자인, 건축·공간·CAD·CAM디자인","서울 서초구","아인종합기획 간판 현수막 디자이너 채용 경력직",경력
3128,ARD,(주)YG엔터테인먼트,"~06.01 (일)",학력무관,정규직,"유통·상품기획·MD, 제품·산업디자인","서울 마포구","MD기획팀 / MD디자이너 (경력)","경력 5년↑"
3129,ARD,(주)아성다이소,채용시,대졸,정규직,"제품·산업디자인, 패션·잡화디자인, 광고·CG·시각디자인","서울 강남구","[아성다이소] 2025년 컨셉디자인 개발 경력사원 채용","경력 3년↑"
3130,ARD,라이징팝스,상시,학력무관,"정규직 외","출판·편집디자인, 광고·CG·시각디자인","서울 강남구","서울플래닝 콘텐츠 디자이너 채용(6월 9일 입사 예정 *조율 가능)",경력무관
3131,ARD,한국방송공사,"~05.26 (월)",학력무관,계약직,방송제작·연출·촬영·기자,"서울 영등포구","[교양다큐센터 교양다큐1국] 이슈픽 쌤과함께 방송지원직(BB) 자료조사원 채용 공고",경력무관
3132,ARD,(주)솔미디어랩,"~06.06 (금)",학력무관,정규직,"작가·문화·예술·창작, 방송제작·연출·촬영·기자","서울 송파구","[서울송파] 영상장비시스템부 미디어설치팀 신입경력 정규직채용",경력무관
3133,ARD,(주)라포랩스,채용시,학력무관,계약직,"광고·CG·시각디자인, 출판·편집디자인, 방송제작·연출·촬영·기자","서울 강남구","[라포스튜디오] 이미지 편집 보조",경력무관
3134,ARD,(재)국립극단,"~05.28 (수)",학력무관,정규직,"홍보·PR·전시·컨벤션, 작가·문화·예술·창작, 사회복지·상담","서울 종로구","(재)국립극단 2025년 제3차 채용",경력무관
3135,ARD,인천실탄사격장,상시,학력무관,알바,"경비·보안·경호, 스포츠","인천 연수구","인천실탄사격장 사격코치(안전요원) 알바 채용 공고",경력무관
3136,ARD,한국방송공사,"~05.30 (금)",학력무관,계약직,방송제작·연출·촬영·기자,"서울 영등포구","후반제작기술 (Technical Supervisor) 현업 보조",경력무관
3137,ARD,(주)에프앤에프,"~06.08 (일)",학력무관,정규직,"패션·잡화디자인, 광고·CG·시각디자인","서울 강남구","MLB 니트디자인팀 의류디자이너 경력직 채용","경력 1~7년"
3138,ARD,"주식회사 에프원",채용시,초대졸↑,정규직,"광고·CG·시각디자인, 마케팅","충남 천안시","[주5일]온라인마케팅(블로그, 인스타등)",경력무관
3139,ARD,"주식회사 에프원",채용시,초대졸↑,정규직,광고·CG·시각디자인,"충남 천안시","[주5일]웹디자이너 정규직 채용(실무경험자우대)",경력무관
3140,ARD,민트로켓,채용시,학력무관,정규직,"캐릭터·애니메이션, 광고·CG·시각디자인","경기 성남시","[민트로켓] 데이브 더 다이버 애니메이터",경력무관
3141,ARD,(주)엔씨소프트,"~05.28 (수)",석사↑,계약직,전문번역·통역,"경기 성남시","[단기계약직] 파트너사 커뮤니케이션을 위한 통번역사(중국어) 모집","경력 5년↑"
3142,ARD,"(주) 유섭",상시,학력무관,프리랜서,전문번역·통역,"서울 외","영상 번역가(한국어-외국어) 채용 [재택근무/프리랜서]",경력무관
3143,ARD,"주식회사 조선방송","~06.02 (월)",학력무관,"정규직 외",방송제작·연출·촬영·기자,"서울 중구","TV조선 경력사원(편성기획) 공개 채용",신입/경력(1~3년)
3144,ARD,일영랜드,상시,학력무관,"알바 외",전문번역·통역,"재택근무 가능","[재택근무] 장기 계약 한영 번역가 모집 (지원자격 영어 원어민)",경력무관
3145,ARD,리노랩,"~06.16 (월)",학력무관,프리랜서,전문번역·통역,"서울 마포구","방송프로그램 영상 번역 통역 구인",경력무관
3146,ARD,(주)JYP엔터테인먼트,"~06.06 (금)",학력무관,정규직,광고·CG·시각디자인,"서울 강동구","[JYP ENTERTAINMENT] Product Brand Designer (경력)","경력 3~7년"
3147,ARD,윤혁,"~07.11 (금)",학력무관,프리랜서,"진행·연예·모델·매니저, 작가·문화·예술·창작","재택근무 가능","틱톡 라이브 BJ 모집, 배우, 모델, 크리에이터, 인플루언서 신입 가능",경력무관
3148,ARD,(주)엘에스네트웍스,"~05.25 (일)",대졸↑,정규직,"유통·상품기획·MD, 패션·잡화디자인","서울 용산구","프로-스펙스 Visual팀 SI / VMD 담당자 채용","경력 10~15년"
3149,ARD,차병원·바이오그룹,"~06.01 (일)",대졸↑,계약직,"마케팅, 전문번역·통역","경기 성남시","[성광의료재단 차병원] 차병원 글로벌마케팅실 CRM파트(중화권) 경력직 모집","경력 3년↑"
3150,ARD,(주)아워홈,"~06.03 (화)",학력무관,정규직,"경영·기획·전략, 건축·공간·CAD·CAM디자인","서울 강서구","[전략실] 브랜드 전략/기획 담당자","경력 7년↑"
3151,ARD,(주)리콘랩스,채용시,학력무관,인턴,광고·CG·시각디자인,"서울 강남구","모션그래픽 디자이너 인턴 모집",경력무관
3152,ARD,(주)씽크리에이티브,"~06.20 (금)",학력무관,정규직,"광고·CG·시각디자인, 캐릭터·애니메이션","서울 서초구","디자이너 신입 및 경력채용",경력무관
3153,ARD,(주)오리온,"~06.04 (수)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품, 건축·공간·CAD·CAM디자인","충북 청주시","(주)오리온 청주공장 설비ENG 채용","경력 5년↑"
3154,ARD,(주)위드플래닝,"~05.30 (금)",초대졸↑,"정규직 외","작가·문화·예술·창작, 홍보·PR·전시·컨벤션","서울 서초구","2025 (주) 위드플래닝 기획자 모집 (계약직/프리랜서/정규직)",신입/경력(2년↑)
3155,ARD,한국프로축구연맹,"~05.28 (수)",대졸,"정규직 외","마케팅, 제품·산업디자인, 스포츠","서울 종로구","2025 한국프로축구연맹 IP사업팀 신입/경력사원 및 디자이너 공개채용",신입/경력(1년↑)
3156,ARD,"주식회사 보이스루",상시,학력무관,프리랜서,전문번역·통역,"재택근무 가능","[totus] 한국어-프랑스어(불어) 웹툰 번역 작업가 구인 (프리랜스/재택)",경력무관
3157,ARD,"주식회사 보이스루",상시,학력무관,프리랜서,"전문번역·통역, 작가·문화·예술·창작","재택근무 가능","[totus] 한국어-영어 번역가 구인 (재택근무)",경력무관
3158,ARD,(주)씨드앤,"~05.26 (월)",학력무관,정규직,제품·산업디자인,"서울 송파구","제품 디자이너 (3년 이상)","경력 3~6년"
3159,ARD,데상트코리아(주),"~05.30 (금)",대졸↑,정규직,"광고·CG·시각디자인, 패션·잡화디자인","서울 송파구","[경력] 르꼬끄스포르티브 신발디자인 담당 경력사원 모집","경력 4~10년"
3160,ARD,"사단법인 한국해양소년단연맹","~06.22 (일)",학력무관,알바,전문번역·통역,"서울 관악구","제30회 국제청소년해양축제 통역 스텝 모집",경력무관
3161,ARD,(주)메이튼,상시,학력무관,정규직,"방송제작·연출·촬영·기자, 광고·광고기획(AE), 홍보·PR·전시·컨벤션","인천 부평구 외","[자동차용품 1위 스타트업] 영상 기획/제작 PD","경력 1년↑"
3162,ARD,(주)한일,"~05.31 (토)",학력무관,"정규직 외",건축·공간·CAD·CAM디자인,"경기 안성시 외","(주)한일 경기도안성 안성골프장 코스관리부 직원모집(기숙사제공)",경력무관
3163,ARD,(주)썬에듀파트너스,"~07.12 (토)",초대졸,프리랜서,"IT·문화·직업강사, 교사, 작가·문화·예술·창작","경기 하남시 외","급구-경기남부지역 이마트 문화센타 도레미팡팡 강사구인",경력무관
3164,ARD,(주)에프앤에프,"~06.08 (일)",학력무관,정규직,"패션·잡화디자인, 경영·기획·전략, 유통·상품기획·MD","서울 강남구","DISCOVERY 소재소싱 경력직 채용","경력 5년↑"
3165,ARD,(주)경농,"~06.01 (일)",대졸,정규직,"방송제작·연출·촬영·기자, 광고·CG·시각디자인, 홍보·PR·전시·컨벤션","서울 서초구","[동오농촌재단] 포토그래퍼&홍보담당 신입/경력 채용",경력무관
3166,ARD,"주식회사 폭신",채용시,학력무관,정규직,패션·잡화디자인,"서울 중랑구","폭신 니트프로모션 니트디자이너 신입 채용(중국어 가능자 우대)",신입
3167,ARD,"주식회사 보이스루",상시,학력무관,프리랜서,"전문번역·통역, 작가·문화·예술·창작","재택근무 가능","[totus] 영어 영상 원어 자막 (프리랜서/재택)",경력무관
3168,ARD,"주식회사 긱블","~05.31 (토)",학력무관,인턴,제품·산업디자인,"서울 성동구","[긱블 에듀] 그래픽 디자인 인턴 (6개월, 미래청년일자리)",경력무관
3169,ARD,컴투스,"~06.26 (목)",학력무관,정규직,"광고·CG·시각디자인, 캐릭터·애니메이션","서울 금천구","[신작 턴제 수집형 RPG게임] 3D 애니메이터 (3년 이상)","경력 3년↑"
3170,ARD,(주)현대그린푸드,"~05.28 (수)",학력무관,계약직,광고·CG·시각디자인,"경기 용인시","[경기 용인] 시각 디자이너 (패키지/인쇄) 모집",경력
3171,ARD,라인플러스,채용시,석사↑,프리랜서,전문번역·통역,"경기 성남시","일본어 전문 통번역 프리랜서 (상시)",경력무관
3172,ARD,(주)페렌벨,상시,대졸,인턴,"유통·상품기획·MD, 패션·잡화디자인","서울 강남구","[SOMEBYMI] Global MD Intern (Shoppe,VN)",신입
3173,ARD,한국방송공사,"~05.26 (월)",학력무관,계약직,방송제작·연출·촬영·기자,"부산 수영구","부산방송총국 특정업무직(NLE/육아휴직대체인력) 채용 공고",경력무관
3174,ARD,안진회계법인,"~06.09 (월)",대졸↑,정규직,"홍보·PR·전시·컨벤션, 광고·CG·시각디자인","서울 강남구","[PR GATE] 편집 디자이너 경력직 (2년 이상)","경력 2년"
3175,ARD,디멘시아북스,"~06.18 (수)",초대졸↑,정규직,출판·편집디자인,"경기 용인시","디멘시아북스 디자이너 채용","경력 2년↑"
3176,ARD,"재단법인 인천중구문화재단","~05.26 (월)",학력무관,계약직,"세탁·청소·방역, 문화·사서·감정·경매","인천 중구","2025년 제2차 (재)인천중구문화재단 직원채용 재공고(환경관리(보훈), 사서)",신입
3177,ARD,컴투스,상시,학력무관,정규직,"캐릭터·애니메이션, 일반사무·사무지원","서울 금천구","[야구 프로젝트] 애니메이터 (신입/경력)",경력무관
3178,ARD,"주식회사 폭신",채용시,학력무관,정규직,패션·잡화디자인,"서울 중랑구","폭신니트프로모션 신입 디자이너 채용",신입
3179,ARD,(주)파피모델매니지먼트,"~06.06 (금)",학력무관,정규직,"진행·연예·모델·매니저, 전문번역·통역","서울 강남구","파피모델매니지먼트 부커/매니저 담당자 모집(정규직)","경력 1년↓"
3180,ARD,(주)에프앤에프,"~06.08 (일)",학력무관,정규직,"패션·잡화디자인, 제품·산업디자인","서울 강남구","MLB 소재 디자이너 경력직 채용","경력 6년↑"
3181,ARD,(주)나무엑터스,상시,학력무관,정규직,진행·연예·모델·매니저,"서울 강남구","매니저 신입/경력 채용",경력무관
3182,ARD,(주)엠와이엠,채용시,고졸↑,"정규직 외",진행·연예·모델·매니저,"서울 강남구","엠와이엠 엔터테인먼트 매니저 채용 (배우 이민호 소속사)","경력 1년↑"
3183,ARD,씨제이올리브영(주),채용시,학력무관,정규직,제품·산업디자인,"서울 용산구","[CJ올리브영] PB브랜드 상품디자인","경력 3년↑"
3184,ARD,(주)에치와이(한국야쿠르트),채용시,대졸↑,정규직,"제품·산업디자인, 광고·CG·시각디자인","서울 서초구","hy(구 한국야쿠르트) 디자인부문 경력 채용","경력 6년↑"
3185,ARD,(유)스태츠칩팩코리아,"~05.25 (일)",대졸↑,정규직,"제품·산업디자인, 광고·CG·시각디자인","인천 중구","[2025] R&D Engineer 신입 및 경력 모집",경력무관
3186,ARD,"사단법인 디엠지국제다큐멘터리영화제","~06.09 (월)",학력무관,계약직,"홍보·PR·전시·컨벤션, 작가·문화·예술·창작","경기 고양시","제17회 DMZ국제다큐멘터리영화제 스태프 채용 공고(3차)",경력무관
3187,ARD,(주)채널에이,채용시,학력무관,프리랜서,방송제작·연출·촬영·기자,"서울 마포구","채널A 요즘 육아-금쪽같은 내 새끼 VCR팀 소속 PD 모집","경력 3~8년"
3188,ARD,"서래 스튜디오",채용시,학력무관,정규직,방송제작·연출·촬영·기자,"서울 서초구","프로필사진 전문 서래스튜디오 포토그래퍼 모집합니다.","경력 1년↑"
3189,ARD,"주식회사 지에스에프홀딩스","~05.31 (토)",학력무관,"정규직 외",광고·CG·시각디자인,"서울 강남구","웹디자인 및 상세페이지 작업 직원 채용",경력
3190,ARD,(주)미담문화콘텐츠연구소,채용시,초대졸↑,"정규직 외","경영·기획·전략, 작가·문화·예술·창작","서울 금천구","미담문화콘텐츠연구소 신입/경력 문화기획자 채용 [문화기획]",경력무관
3191,ARD,"주식회사 에코프라임",채용시,대졸↑,정규직,광고·CG·시각디자인,"경남 창원시","(주)에코프라임 디자이너 경력직 모집",경력
3192,ARD,실로암시각장애인복지관,"~06.22 (일)",학력무관,계약직,"사회복지·상담, 일반사무·사무지원, 전문번역·통역","서울 구로구 외","[실로암시각장애인복지관] 수어통역사 근로지원인 구인의 건(구로구수어통역센터 or 양천구수어통역센터)",경력무관
3193,ARD,"주식회사 에스디엔피",채용시,고졸↑,정규직,"출판·편집디자인, 광고·CG·시각디자인","서울 중구","패키지디자이너 구인합니다.","경력 1~7년"
3194,ARD,에스케이텔레콤(주),"~05.28 (수)",초대졸↑,계약직,"마케팅, 유통·상품기획·MD, 제품·산업디자인","서울 중구","유통 IMC 디자이너",신입
3195,ARD,(주)에이디파트너스코리아,"~06.13 (금)",학력무관,정규직,광고·CG·시각디자인,"서울 강남구 외","2025년 디자이너 경력직 모집",경력
3196,ARD,(주)피티링크,"~05.30 (금)",학력무관,정규직,광고·CG·시각디자인,"서울 강서구","(주)피티링크 PPT(파워포인트) 경력 디자이너를 모집합니다.","경력 2년↑"
3197,ARD,포모드,채용시,대졸↑,계약직,"마케팅, 홍보·PR·전시·컨벤션, 광고·CG·시각디자인","서울 강남구","패션 스타트업 콘텐츠 디자이너","경력 1~10년"
3198,ARD,(주)에스디바이오,채용시,학력무관,정규직,"출판·편집디자인, 광고·CG·시각디자인","서울 영등포구","[주식회사 에스디바이오] 영업지원팀 디자이너 채용.",경력무관
3199,ARD,서플라이디포(SUPPLYDEPOT),상시,학력무관,프리랜서,패션·잡화디자인,"서울 중랑구","짐웨어 의류 디자이너 프리랜서 (디자인&생산관리) 공고","경력 1년↑"
3200,ARD,"주식회사 삼마","~06.10 (화)",학력무관,정규직,광고·CG·시각디자인,"경기 화성시 외","[강소기업] (주)삼마 웹 디자이너 모집","경력 1년↑"
3201,ARD,(주)디오메이커스,상시,초대졸↑,"정규직 외",광고·CG·시각디자인,"서울 영등포구","인디자인 작업 가능한 맥디자이너 모집",경력
3202,ARD,(주)큐베스트,"~05.31 (토)",초대졸,정규직,건축·공간·CAD·CAM디자인,"서울 강동구","전시부스 디자이너 (3D) 경력직 채용","경력 2~10년"
3203,ARD,아트트리아카데미학원,채용시,학력무관,"정규직 외","광고·CG·시각디자인, 출판·편집디자인","광주 광산구","[광주 및 근교] 아트트리아카데미 디자이너 모집",경력무관
3204,ARD,(주)뷰미디어,채용시,학력무관,정규직,작가·문화·예술·창작,"경기 김포시","뷰미디어 2025 상반기 행사 기획 및 실무 경력직 모집",경력무관
3205,ARD,"서재환 공부방법연구소",상시,학력무관,계약직,"출판·편집디자인, 마케팅, 홍보·PR·전시·컨벤션","인천 계양구","책 출판 경험있는 인디자이너 모십니다.",신입/경력(3~5년)
3206,ARD,(주)엣지랭크,"~06.23 (월)",학력무관,정규직,광고·CG·시각디자인,"서울 서초구","[엣지랭크] SNS 컨텐츠 디자이너 (신입/경력) 채용",신입/경력(1~5년)
3207,ARD,(주)꾼,"~06.03 (화)",학력무관,정규직,"광고·CG·시각디자인, 제품·산업디자인","서울 종로구","주식회사 꾼과 함께할 BX/BI 디자이너를 찾습니다.","경력 2~5년"
3208,ARD,(주)크리에이터스네트워크,채용시,학력무관,계약직,광고·CG·시각디자인,"서울 서초구","홈페이지 / SNS 컨텐츠 디자이너 채용",경력무관
3209,ARD,(주)한우물생활건강,"~06.07 (토)",학력무관,정규직,"작가·문화·예술·창작, 방송제작·연출·촬영·기자","경기 고양시","영상 기획 및 구성 작가 모집","경력 3년↑"
3210,ARD,"주식회사 디자인에이디에스","~06.08 (일)",학력무관,정규직,"광고·CG·시각디자인, 건축·공간·CAD·CAM디자인","서울 구로구","사이니지 (실내외) 디자이너 모십니다.","경력 2년↑"
3211,ARD,빅레그,상시,학력무관,정규직,"광고·CG·시각디자인, 유통·상품기획·MD","경기 안양시","MD / 웹디자인 구인 (신입/경력)무관 연매출 15억 남성 의류",경력무관
3212,ARD,더네임,"~05.24 (토)",학력무관,정규직,패션·잡화디자인,"서울 성동구","패션브랜드 오트밀카페 디자이너 채용 공고","경력 3년↑"
3213,ARD,"주식회사 삼마","~06.10 (화)",학력무관,정규직,"광고·CG·시각디자인, 출판·편집디자인, 제품·산업디자인","경기 화성시 외","[강소기업] (주)삼마 편집 디자이너 모집","경력 1년↑"
3214,ARD,디자인스토리,"~05.30 (금)",초대졸,정규직,출판·편집디자인,"전북 전주시","[센스와 기획력을 겸비한 성실한 편집 전문 디자이너(신입/경력)를 찾습니다]",신입/경력(2~5년)
3215,ARD,"주식회사 볼락스","~06.11 (수)",학력무관,정규직,"광고·CG·시각디자인, 마케팅","전남 여수시","[라테라스리조트 본사] 이커머스팀 경력직 채용(사원-과장)",경력무관
3216,ARD,(주)센서리움,"~06.28 (토)",학력무관,정규직,"마케팅, 홍보·PR·전시·컨벤션, 광고·CG·시각디자인","경기 하남시","홍보 디자인 및 SNS 마케팅 담당 정규직 채용 (경력무관)",경력
3217,ARD,(주)쿠우쿠우,"~06.20 (금)",초대졸↑,정규직,광고·CG·시각디자인,"경기 성남시","(주)쿠우쿠우 프랜차이즈 본사 디자인 모집(팀장급)","경력 7년↑"
3218,ARD,(주)누리,"~05.25 (일)",학력무관,정규직,건축·공간·CAD·CAM디자인,"경기 수원시","(주)누리-기구설계 경력직 채용","경력 2~5년"
3219,ARD,"이노엘에스티 (주)","~06.14 (토)",학력무관,정규직,패션·잡화디자인,"서울 서초구","섬유제품개발 경력정규직 채용",경력
3220,ARD,"인터내셔날에스오에스코리아 (주)",채용시,대졸↑,계약직,전문번역·통역,"서울 송파구","Translations Clinical Quality Auditor","경력 5년↑"
3221,ARD,윤혁,상시,학력무관,"알바 외",방송제작·연출·촬영·기자,"서울 강동구","틱톡 라이브 방송 BJ모집",경력무관
3222,ARD,코오롱글로텍(주),"~05.31 (토)",학력무관,정규직,"광고·CG·시각디자인, 제품·산업디자인","서울 강서구","2025년 코오롱글로텍 5월 수시 채용 [경력]","경력 3년↑"
3223,ARD,(재)자동차부품산업진흥재단,"~05.30 (금)",학력무관,계약직,"제품·산업디자인, 교육·교재개발, 교육상담·학원에이전트","서울 용산구","[채용] 자동차부품산업진흥재단 ESG분야 전문위원 채용 공고","경력 15년↑"
3224,ARD,(주)엔씨소프트,"~05.30 (금)",학력무관,정규직,"광고·CG·시각디자인, 건축·공간·CAD·CAM디자인","경기 성남시","[리니지W] 3D 배경 에셋 제작 아티스트 모집","경력 2년↑"
3225,ARD,(주)엔씨소프트,"24시 마감",학력무관,계약직,광고·CG·시각디자인,"경기 성남시","[단기계약직][리니지2] 3D 배경모델러 모집","경력 2년↓"
3226,ARD,(주)넥슨코리아,채용시,학력무관,정규직,"광고·CG·시각디자인, 캐릭터·애니메이션","경기 성남시","[빈딕투스: 디파잉 페이트] 인게임 연출 애니메이터","경력 2년↑"
3227,ARD,"주식회사 보이스루",상시,학력무관,프리랜서,전문번역·통역,"재택근무 가능","[totus] 한국어-일본어 번역 작업가 구인 (재택근무)",경력무관
3228,ARD,이투엠(E2M),"~06.10 (화)",고졸,정규직,"작가·문화·예술·창작, 방송제작·연출·촬영·기자, 전기·전자·통신기능","경기 고양시","방송,전시,행사 LED 설치 운영 철거 하는 회사에서 팀원을 모집합니다.",경력
3229,ARD,베이글코드,"~05.30 (금)",학력무관,정규직,"캐릭터·애니메이션, 광고·CG·시각디자인, 광고·광고기획(AE)","서울 강남구","[GS] 원화가 (Artist)","경력 3년↑"
3230,ARD,씨제이프레시웨이주식회사,"~05.30 (금)",초대졸↑,"정규직 외","광고·CG·시각디자인, 제품·산업디자인","서울 마포구","[CJ프레시웨이] 브랜드 디자이너(계약직) 경력사원 모집","경력 3년↑"
3231,ARD,오비맥주(주),"~05.30 (금)",대졸↑,정규직,"조사·분석·통계, 광고·CG·시각디자인","서울 강남구","Asso. Marketplace Director","경력 10년↑"
3232,ARD,"스튜디오 은우",채용시,학력무관,계약직,방송제작·연출·촬영·기자,"서울 마포구","촬영보조, 보정/리터칭 보조 외 경력 채용","경력 1~5년"
3233,ARD,"엘오디코리아 주식회사",상시,대졸,"계약직 외",전문번역·통역,"경남 창원시 진해구 외","[부산/진해 지역] 한국어 영어 통역","경력 3년↑"
3234,ARD,(주)팬트랜스넷,"~05.24 (토)",대졸,"정규직 외","전문번역·통역, 경영·기획·전략, 일반사무·사무지원","서울 구로구 외","번역사업부 프로젝트 매니저(PM) 채용 (중국어)",경력무관
3235,ARD,"CJ제일제당 (주)",채용시,석사↑,정규직,"전문번역·통역, 일반사무·사무지원","서울 중구","[CJ제일제당] 통번역사(정규직) 채용 - HQ(서울)","경력 2년↑"
3236,ARD,현대자동차(주),"~05.29 (목)",석사↑,정규직,전문번역·통역,"경기 화성시","[남양연구소] 경영층 통번역사","경력 3년↑"
3237,ARD,"CJ제일제당 (주)",채용시,석사↑,정규직,전문번역·통역,"경기 수원시","[CJ제일제당] 통번역사(정규직) 채용 - 식품연구소(광교)","경력 5년↑"
3238,ARD,커리어4.0(협),"~05.27 (화)",학력무관,"알바 외",작가·문화·예술·창작,"경기 남양주시","7080형 통기타 라이브 가수 모집",경력
3239,ARD,(유)시온미디어,채용시,학력무관,정규직,"광고·CG·시각디자인, 방송제작·연출·촬영·기자, 작가·문화·예술·창작","광주 동구","Art Business 2D/3D 영상제작팀 채용",신입/경력(1년↑)
3240,ARD,스튜디오리코(주),채용시,학력무관,계약직,"전문번역·통역, 일반사무·사무지원","경기 성남시","[STUDIO LICO] 한영 번역 검수 / US Editor (Temporary)",경력무관
3241,ARD,(주)이랜드월드패션사업부,채용시,학력무관,정규직,"제품·산업디자인, 패션·잡화디자인","서울 금천구","[이랜드월드 패션] 주니어 디자이너 상시채용",경력무관
3242,ARD,장헌법률사무소,"~05.27 (화)",고졸↑,정규직,"마케팅, 광고·CG·시각디자인, 일반사무·사무지원","서울 서초구","장헌법률사무소 정규직 채용, 블로그 관리 및 영상제작",경력무관
3243,ARD,"주식회사 엘리먼트픽쳐스",상시,학력무관,정규직,"광고·CG·시각디자인, 광고·광고기획(AE), 방송제작·연출·촬영·기자","서울 강남구","2025년 엘리먼트 픽쳐스에서 함께할 조감독 모집합니다",신입/경력(1~5년)
3244,ARD,"사단법인 청산",채용시,학력무관,교육생(연수생),스포츠,"울산 남구 외","국비지원으로 PT트레이너 양성 교육생 모집",신입
3245,ARD,"주식회사 쓰리케이원에이아이","~06.07 (토)",학력무관,정규직,전문번역·통역,"서울 강동구","IT 기술 비즈니스 한/영 통역사 모집합니다",경력
3246,ARD,(주)에프앤에프,"~06.08 (일)",학력무관,정규직,"패션·잡화디자인, 광고·CG·시각디자인","서울 강남구","MLB 컬러디자인 팀장 경력직 채용","경력 10년↑"
3247,ARD,데상트코리아(주),"~05.30 (금)",초대졸↑,정규직,"패션·잡화디자인, 제품·산업디자인, 광고·CG·시각디자인","서울 송파구","[경력] 먼싱웨어 의류디자인 담당 경력사원 모집","경력 5~14년"
3248,ARD,(주)라포랩스,채용시,학력무관,계약직,"광고·CG·시각디자인, 출판·편집디자인","서울 강남구","[라포스튜디오] 상세페이지 편집 보조",경력무관
3249,ARD,히어로즈엔터테인먼트(주),채용시,초대졸,정규직,"유통·상품기획·MD, 제품·산업디자인","서울 영등포구","캐릭터/브랜드 굿즈/상품화 MD(상품기획/제조 관리)",경력
3250,ARD,(주)디아이몬드,"~06.01 (일)",학력무관,정규직,"제품·산업디자인, 광고·CG·시각디자인","서울 강서구","새로운 굿즈 브랜드 제품 디자인 및 기획을 해주실 크리에이터를 찾습니다.",경력무관
